,title,description,topic,,
108,Đề xuất đổi tên một loạt đường cửa ngõ Tân Sơn Nhất ,"TP HCMCác đường Hồng Hà, Bạch Đằng, Đặng Văn Sâm, Nguyễn Thái Sơn ở khu vực Tân Sơn Nhất được đề xuất đổi tên, điều chỉnh giới hạn để dễ quản lý và thuận lợi đi lại.",thoi-su,,
109,"Đà Nẵng đến Quảng Ngãi mưa rất to, gió giật mạnh ","Khu vực dự báo tâm bão Noru từ Đà Nẵng đến Quảng Ngãi mưa rất to, gió giật mạnh, vùng ven biển sóng lớn cao 4-5 m, chiều 27/9.",thoi-su,,
110,Ba cấp độ rủi ro thiên tai do bão ,"Cấp độ áp thấp nhiệt đới và bão được chia thành ba mức rủi ro thiên tai, cao nhất là cấp 5 - thảm họa, theo Quyết định tháng 4/2021 của Thủ tướng.",thoi-su,,
111,Thêm 5 sân bay dừng hoạt động do bão ,"Sáng 27/9, nhà chức trách hàng không quyết định dừng khai thác 5 sân bay là Vinh, Đồng Hới, Liên Khương, Tuy Hòa, Buôn Ma Thuột do ảnh hưởng bão Noru.",thoi-su,,
112,Ngư dân trúng mẻ cá trăm triệu trước khi vào bờ tránh bão Noru ,"Quảng BìnhNhiều ngư dân xã Cảnh Dương, huyện Quảng Trạch trúng cả tấn cá hố, cá bò, thu, giá trị 200-300 triệu đồng trước khi vào bờ tránh bão Noru.",thoi-su,,
113,Thủ tướng: 'Phải cưỡng chế sơ tán dân' ,"Thủ tướng Phạm Minh Chính đề nghị các địa phương ven biển, miền núi nếu cần thiết thì cưỡng chế di dân để đảm bảo tính mạng trước bão Noru.",thoi-su,,
114,Hà Nội xử lý phương tiện đi sai làn trên đường Nguyễn Trãi ,"Thành phố đồng ý phương án kéo dài thời gian thí điểm phân làn từ 6/9 đến 31/12, yêu cầu xử lý nghiêm các vi phạm, trong đó có lỗi sai làn.",thoi-su,,
115,Tâm bão Noru cách Đà Nẵng - Quảng Ngãi khoảng 270 km ,"13h hôm nay, tâm bão Noru cách đất liền Đà Nẵng - Quảng Ngãi 270 km, sức gió mạnh nhất 183 km/h, cấp 14-15, dự báo khoảng 21h đổ bộ đảo Lý Sơn.",thoi-su,,
116,Sơ tán dân tránh bão Noru,"Hàng nghìn người dân ở hai địa phương dự kiến tâm bão là Quảng Ngãi, Quảng Nam được sơ tán đến nơi an toàn để tránh bão Noru, sáng 27/9.",thoi-su,,
117,Ba container chứa vỏ bình ga cháy rụi ,"Tiền GiangGiữa khuya, bãi giữ xe cặp quốc lộ 50 ở xã Mỹ Phong, TP Mỹ Tho, bốc cháy, kèm theo tiếng nổ lớn thiêu rụi ba ôtô container chứa vỏ bình ga.",thoi-su,,
118,Những cách chống bão Noru của người dân miền Trung,"Người dân miền Trung dùng bao cát, thùng xốp, xoong nồi, túi nước... đặt lên mái nhà phòng tránh bão Noru - một trong những cơn bão mạnh nhất 20 năm qua.",thoi-su,,
119,Hình ảnh bạo lực trong thông báo sa thải công nhân ,Hải PhòngAnh Trịnh Quang Vinh và Nguyễn Văn Thuấn bị Công ty TNHH Iiyama Seiki Việt Nam dán thông báo sa thải kèm hình ảnh một người bị cây kéo cắt ngang cổ.,thoi-su,,
120,Người dân đổ xô mua thực phẩm trước khi bão Noru đổ bộ,"Đà NẵngMột ngày trước khi bão Noru, một trong những cơn bão mạnh nhất trong 20 năm trở lại đây, vào đất liền, nhiều người Đà Nẵng chen chân đi chợ, siêu thị mua thực phẩm dự trữ.",thoi-su,,
121,Bão Noru mạnh thêm ,"20h ngày 26/9, tâm bão Noru cách quần đảo Hoàng Sa khoảng 440 km về phía đông, sức gió mạnh nhất 149 km/h, cấp 12-13, giật cấp 15.",thoi-su,,
122,Cầu vượt Nguyễn Hữu Cảnh bị đứt cáp ngầm ,"TP HCMCáp dự ứng lực ngầm cầu vượt Nguyễn Hữu Cảnh, quận Bình Thạnh đứt nghi do thi công cống thoát nước khiến nhịp chính công trình bị võng xuống, kèm nhiều vết nứt.",thoi-su,,
123,5 sân bay dừng khai thác do bão ,"Các sân bay Đà Nẵng, Phú Bài, Pleiku, Phù Cát, Chu Lai sẽ tạm đóng cửa trong ngày 27-28/9 do ảnh hưởng bão, theo quyết định của Cảng vụ Hàng không miền Trung.",thoi-su,,
124,Bộ Giao thông Vận tải chưa đồng tình mở rộng cao tốc Long Thành 8 làn xe ,"Bộ Giao thông Vận tải vừa đề nghị chủ đầu tư nghiên cứu mở rộng cao tốc TP HCM - Long Thành - Dầu Giây theo quy hoạch 10 làn xe, thay vì 8 làn.",thoi-su,,
125,"Bộ đội, công an giúp dân chống bão Noru","Lực lượng bộ đội, công an, dân quân tự vệ từ Quảng Trị tới Bình Định hỗ trợ người dân gia cố nhà cửa, đưa tàu thuyền lên bờ tránh bão Noru.",thoi-su,,
126,Chủ tịch Viện Hàn lâm Khoa học xã hội Việt Nam bị đề nghị kỷ luật ,"Ủy ban Kiểm tra Trung ương đề nghị Bộ Chính trị xem xét, kỷ luật Chủ tịch Viện Hàn lâm Khoa học Xã hội Việt Nam Bùi Nhật Quang.",thoi-su,,
127,Trợ lý Phó thủ tướng thường trực bị đề nghị kỷ luật ,"Ủy ban Kiểm tra Trung ương đề nghị Ban Bí thư xem xét, kỷ luật ông Tô Anh Dũng, Thứ trưởng Ngoại giao và Nguyễn Quang Linh, Trợ lý Phó thủ tướng thường trực.",thoi-su,,
128,Bão Noru có thể mạnh nhất trong 20 năm qua ,"Bão Noru dự kiến đổ bộ từ Thừa Thiên Huế đến Bình Định ngày 28/9, mạnh cấp 12-13, giật cấp 14, là một trong những cơn bão mạnh nhất trong 20 năm trở lại đây.",thoi-su,,
129,"Cấm biển, lập Ban Chỉ đạo tiền phương chống bão Noru ","8 tỉnh thành từ Quảng Bình đến Phú Yên đã cấm biển từ chiều nay. Thủ tướng cũng quyết định thành lập Ban Chỉ đạo tiền phương chống bão, đặt tại TP Đà Nẵng.",thoi-su,,
130,Hà Nội chi 560 tỷ đồng làm hầm chui đường Giải Phóng ,"Hầm chui nút giao vành đai 2,5 đoạn Kim Đồng - Giải Phóng được đầu tư hơn 560 tỷ đồng, dự kiến khởi công ngày 10/10.",thoi-su,,
131,"Dời lồng tôm hùm, thu hoạch hoa màu tránh bão Noru","Người dân Phú Yên, Quảng Ngãi, Đà Nẵng thu hoạch hoa màu, di dời lồng bè tôm hùm... để tránh bão Noru, chiều 26/9.",thoi-su,,
132,Dự kiến trình phương án nghỉ Tết 7 ngày ,"Cơ quan chuyên môn chọn phương án nghỉ Tết Âm lịch từ 29 tháng chạp để trình Chính phủ, sau gần một tháng lấy ý kiến.",thoi-su,,
133,Xin ý kiến về mẫu tượng đài Bà Triệu ,"Thanh Hóa chuẩn bị trưng bày mẫu tượng đài Bà Triệu để xin ý kiến nhân dân, các chuyên gia, hoàn thiện phác thảo trước khi tổ chức thi công.",thoi-su,,
134,"Dừng hai tàu Bắc - Nam và tàu ra đảo Lý Sơn, Cù Lao Chàm ","Một đôi tàu khách Thống Nhất tuyến Bắc - Nam và tàu ra đảo Lý Sơn (Quảng Ngãi), Cù Lao Chàm (Quảng Nam) dừng hoạt động để đảm bảo an toàn trong bão.",thoi-su,,
135,Thủy điện xả lũ trước bão Noru ,"Nhiều thủy điện ở Quảng Ngãi, Quảng Nam, Phú Yên điều tiết lưu lượng nước để tránh thiệt hại ""lũ chồng lũ"" cho vùng hạ lưu khi bão Noru tới.",thoi-su,,
136,TP HCM lập tổ xử lý vi phạm thu phí đỗ ôtô lòng đường ,"Chậm nhất 30 phút từ khi nhận tin báo, tổ xử lý sẽ cử lực lượng đến phạt các trường hợp đỗ xe không trả tiền, lấn chiếm nơi đậu... ở 20 tuyến đường trung tâm TP HCM.",thoi-su,,
137,Bão có thể mạnh thêm khi gần Hoàng Sa ,"Trưa nay, tâm bão cách Hoàng Sa 650 km, sức gió mạnh nhất giảm còn cấp 12 (133 km/h), nhưng khả năng mạnh trở lại cấp 13 khi gần quần đảo này.",thoi-su,,
138,Nguồn gốc tên gọi kẹo cu đơ ,"Hà TĩnhKhi nấu lạc với mật mía cùng vỏ chanh bỏ vào bát để bán, ông Đinh Vy ở huyện Hương Sơn chưa nghĩ ra tên kẹo, cho đến khi người Pháp thưởng thức.",thoi-su,,
139,Thủy điện tích nước làm chết hàng chục ha rừng,Kon TumNhà máy thủy điện Thượng Kon Tum tích nước vượt ranh giới đã gây úng hơn 25 ha cây rừng và thảm thực vật.,thoi-su,,
140,Dự án trồng macca ì ạch sau 5 năm ,"Kon TumGần 200 ha thông trên 20 năm tuổi bị đốn hạ giao cho doanh nghiệp trồng macca, song sau 5 năm, dự án chậm tiến độ, cây phát triển èo uột, đất giao bị lấn chiếm.",thoi-su,,
141,Hơn 100 công nhân bị nợ lương ,"Long AnNhiều lao động tại xã Tân Ninh, huyện Tân Thạnh, bị nợ lương kéo dài, một số người giăng mùng ngủ ở xưởng ngăn công ty tẩu tán tài sản.",thoi-su,,
142,Bão cấp 13 vào Biển Đông rạng sáng nay ,"Khoảng 1h ngày 26/9, bão Noru sẽ vượt qua đảo Luzon của Philippines vào Biển Đông, sức gió mạnh nhất 149 km/h, cấp 13.",thoi-su,,
143,"Người dân bỏ phiên biển, giằng chống nhà trước bão Noru","Ngày 25/9, ngư dân Quảng Ngãi, Quảng Nam, Đà Nẵng bỏ dở chuyến biển, nhiều nơi tổ chức đưa tàu lên bờ, chằng chống nhà cửa.",thoi-su,,
144,Lên phương án sơ tán hơn 860.000 dân trước bão Noru ,"Dự báo Noru là một trong những cơn bão mạnh nhất trong 20 năm qua, các tỉnh từ Quảng Bình tới Bình Thuận đã rà soát, sẵn sàng sơ tán 868.230 dân.",thoi-su,,
145,Tường biệt thự đè trúng người ,"TP HCMThợ xây trong lúc làm việc bị bức tường của biệt thự ở quận 7 đổ sập, vùi lấp dưới bêtông, chiều 25/9.",thoi-su,,
146,BOT Cai Lậy thu phí thử ,"Tiền Giang13h hôm nay, BOT Cai Lậy thu phí thử để hoàn chỉnh hệ thống trước khi vận hành chính thức từ 7/10.",thoi-su,,
147,Xóm cà phê đường tàu sau 10 ngày dừng hoạt động,"Hà NộiHàng quán hai bên đường tàu đóng cửa, an ninh thắt chặt tại các lối vào tại xóm cà phê đường tàu.",thoi-su,,
148,Quảng Ninh muốn biến cao tốc 176 km thành con đường du lịch ,"Tỉnh Quảng Ninh dự kiến phát triển du lịch dọc cao tốc 176 km Hạ Long - Móng Cái, hình thành các sản phẩm riêng có của từng huyện thị gắn với tuyến đường.",thoi-su,,
149,12 ngày dịch chuyển chánh điện chùa Diệu Đế ,"Thừa Thiên - HuếChánh điện chùa Diệu Đế rộng hơn 350 m2 đã được ""thần đèn"" Nguyễn Văn Cư và cộng sự dịch chuyển 19 m, sau 12 ngày.",thoi-su,,
150,Bão cấp 15 sắp vào Biển Đông ,"7h sáng nay, tâm bão Noru mạnh 183 km/h, cấp 15, cách đảo Luzon (Philippines) khoảng 300 km về phía đông và sẽ vào Biển Đông sớm mai.",thoi-su,,
151,Người tháo 'ngòi nổ' giữa công nhân với giới chủ ,"TP HCMMột mặt thuyết phục công nhân không ngừng việc, ông Lưu Kim Hồng, Chủ tịch công đoàn Công ty Nidec Việt Nam, đề nghị ban giám đốc xem lại mức tăng lương để tránh đình công.",thoi-su,,
152,Hơn 2.000 người múa xòe nhận bằng di sản,"Yên BáiHàng nghìn người dân tộc Thái cùng múa đại xòe trong buổi lễ đón nhận bằng ghi danh di sản văn hóa phi vật thể của nhân loại, tối 24/9.",thoi-su,,
153,Người tiên phong nhặt rác dưới biển ,"Đà NẵngAnh Đào Đặng Công Trung, 43 tuổi, được ví như dị nhân nhờ khả năng lặn tự do sâu đến 15 m để cắt lưới bị vứt lại dưới biển, nhặt rác cứu san hô.",thoi-su,,
154,Nghiên cứu khai thác lưỡng dụng ba sân bay quân sự ,"Phó thủ tướng Lê Văn Thành yêu cầu nghiên cứu khả năng khai thác lưỡng dụng của ba sân bay quân sự Thành Sơn, Biên Hòa, Gia Lâm.",thoi-su,,
155,Phá dỡ biệt thự trái phép lớn nhất ở nông trường Quý Cao ,Hải PhòngBiệt thự rộng hơn 200 m2 của ông Nguyễn Mạnh Hùng xây trái phép trên đất Nông trường Quý Cao vừa bị UBND huyện Tiên Lãng cưỡng chế phá dỡ.,thoi-su,,
156,"Mưa lớn, hơn 1.300 người bị cô lập ","Quảng NgãiNước lũ đổ về làm ngập hai con đường vào ốc đảo Ân Phú (giữa sông Trà Khúc) khiến hàng trăm người dân và học sinh phải ""lụy đò"".",thoi-su,,
157,500 tỷ đồng làm đường nối An Giang và Đồng Tháp ,"An GiangTuyến đường 27 km từ thị trấn Chợ Mới, An Giang đến huyện Lấp Vò, Đồng Tháp, tổng vốn 500 tỷ đồng được khởi công ngày 24/9.",thoi-su,,
158,Kho đạn pháo dưới hồ thủy lợi ,"Lâm ĐồngKho đạn pháo 105 ly sót lại sau chiến tranh được các công nhân phát hiện khi thi công dự án nạo vét hồ Lộc Thắng, huyện Bảo Lâm.",thoi-su,,
159,Khởi động đường Vành đai 3 TP HCM ,"Đồng Nai8,7 km thuộc Vành đai 3 TP HCM với hạng mục quan trọng nhất là cầu Nhơn Trạch khởi công sáng 24/9, tổng mức đầu tư 6.900 tỷ đồng, hoàn thành sau 3 năm.",thoi-su,,
160,Công bố chỉ giới đường đỏ nút giao vành đai 4 - đại lộ Thăng Long ,"Hà NộiNút giao vành đai 4 - đại lộ Thăng Long có dạng hoa thị, là một trong bốn đoạn được lập hồ sơ chỉ giới đường đỏ của tuyến vành đai 4 vùng Thủ đô.",thoi-su,,
161,Mùa săn dế ,"Hà TĩnhTháng 7-9 âm lịch, người dân xã Sơn Hồng, huyện Hương Sơn, đi bắt dế về chế biến làm thực phẩm, hoặc đem bán 2.000 đồng một con.",thoi-su,,
162,Cuộc sống trong hẻm phố Tây Sài Gòn,"Trái với cảnh náo nhiệt ở mặt tiền, các con hẻm Bùi Viện là nơi tá túc của người dân trong những căn nhà lụp xụp, chật chội.",thoi-su,,
163,Cứu 9 người Trung Quốc trôi dạt trên biển ,"Kiên Giang9 người quốc tịch Trung Quốc đi tàu từ Phúc Kiến sang Campuchia để đánh bắt hải sản thì bị chìm, được tàu cá Việt Nam cứu.",thoi-su,,
164,Mang xô chậu xếp hàng lấy nước,Hà NộiNhà máy nước sạch sông Đà dừng cung cấp khiến hàng nghìn hộ dân chung cư Hateco Apollo Xuân Phương phải xếp hàng lấy từng can nước về dùng tạm.,thoi-su,,
165,Giám đốc CDC Bạc Liêu bị kỷ luật do liên quan Việt Á ,"Ông Trần Vĩnh An, Giám đốc Trung tâm Kiểm soát bệnh tật Bạc Liêu, cùng hai thuộc cấp bị cảnh cáo do liên quan sai phạm mua kit test Việt Á.",thoi-su,,
166,Phát hiện bom gần 600 kg khi xây cầu ,"Lâm ĐồngKhi máy đang đào đất xây cầu ở huyện Đạ Huoai, tài xế phát hiện quả bom nặng gần 600 kg.",thoi-su,,
167,Bình Dương xây 1.000 căn hộ xã hội ,Dự án nhà ở xã hội quy mô gần 1.000 căn được khởi công ở TP Thủ Dầu Một đáp ứng nhu cầu của người lao động.,thoi-su,,
168,Tổng bí thư: TP HCM cần đột phá về hạ tầng ,"Tổng bí thư Nguyễn Phú Trọng yêu cầu TP HCM ưu tiên xây dựng, tạo bước đột phá mạnh hơn nữa về hệ thống kết cấu hạ tầng đô thị đồng bộ và hiện đại.",thoi-su,,
169,Người dân ngại đổi giấy phép lái xe qua mạng ,"Để đổi giấy phép lái xe qua Cổng dịch vụ công quốc gia, chị Phương Linh sẽ phải đến phường làm chứng thực điện tử giấy khám sức khỏe, mất phí chứng thực.",thoi-su,,
170,"Chủ tịch Quốc hội: Tập trung giám sát việc nghiên cứu, mua sắm vaccine ","Ông Vương Đình Huệ đề nghị đoàn của Quốc hội chú trọng giám sát quá trình nghiên cứu, thử nghiệm, mua sắm và sử dụng vaccine Covid-19.",thoi-su,,
171,Trăn quý hiếm bò vào trường học ,"TP HCMPhát hiện trăn gấm dài 2 m trên cành cây ở trường THPT Dương Văn Thì, phường Tăng Nhơn Phú A, TP Thủ Đức, bảo vệ bắt giữ, giao cho kiểm lâm.",thoi-su,,
172,Tổng bí thư Nguyễn Phú Trọng làm việc tại TP HCM ,"Sáng 23/9, Tổng bí thư Nguyễn Phú Trọng có chuyến thăm và làm việc với Thành ủy TP HCM về tình hình kinh tế - xã hội, an ninh - quốc phòng và xây dựng Đảng.",thoi-su,,
